InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
552786,85152,HAND OVER THE CHOCOLATE   SIGN ,48,5/11/2011 12:14,1.53,16029,United Kingdom
552803,21754,HOME BUILDING BLOCK WORD,2,5/11/2011 12:32,5.95,14573,United Kingdom
552813,23103,BELL HEART DECORATION,12,5/11/2011 12:44,1.65,15079,United Kingdom
552813,23046,PAPER LANTERN 9 POINT DELUXE STAR,2,5/11/2011 12:44,6.65,15079,United Kingdom
552816,22185,SLATE TILE NATURAL HANGING,3,5/11/2011 12:47,1.65,15521,United Kingdom
552822,20712,JUMBO BAG WOODLAND ANIMALS,10,5/11/2011 12:59,2.08,15521,United Kingdom
552825,22383,LUNCH BAG SUKI DESIGN ,10,5/11/2011 13:18,1.65,15296,United Kingdom
552839,20828,GLITTER BUTTERFLY CLIPS,20,5/11/2011 14:25,2.55,14367,United Kingdom
552839,48185,DOORMAT FAIRY CAKE,1,5/11/2011 14:25,7.95,14367,United Kingdom
552844,21094,SET/6 RED SPOTTY PAPER PLATES,12,5/11/2011 14:37,0.85,12649,Germany
552851,20725,LUNCH BAG RED RETROSPOT,20,5/11/2011 15:07,1.65,12731,France
552857,21658,GLASS  BEURRE DISH,1,5/11/2011 15:34,8.29,,United Kingdom
552857,21829,DINOSAUR KEYRINGS ASSORTED,6,5/11/2011 15:34,0.42,,United Kingdom
552857,22207,FRYING PAN UNION FLAG,1,5/11/2011 15:34,8.29,,United Kingdom
552857,22324,BLUE POLKADOT KIDS BAG,1,5/11/2011 15:34,4.13,,United Kingdom
552864,21238,RED RETROSPOT CUP,4,5/11/2011 17:13,0.85,13235,United Kingdom
552864,23254,CHILDRENS CUTLERY DOLLY GIRL ,6,5/11/2011 17:13,4.15,13235,United Kingdom
552878,POST,POSTAGE,8,5/12/2011 9:54,18,12625,Germany
552946,23209,LUNCH BAG DOILEY PATTERN ,10,5/12/2011 11:50,1.65,12683,France
552949,22845,VINTAGE CREAM CAT FOOD CONTAINER,5,5/12/2011 12:01,6.35,16033,United Kingdom
552949,22955,36 FOIL STAR CAKE CASES ,2,5/12/2011 12:01,2.1,16033,United Kingdom
552950,21175,GIN + TONIC DIET METAL SIGN,12,5/12/2011 12:01,2.55,16116,United Kingdom
552953,21544,SKULLS  WATER TRANSFER TATTOOS ,5,5/12/2011 12:11,0.85,16745,United Kingdom
553004,21591,COSY HOUR CIGAR BOX MATCHES ,6,5/12/2011 16:11,1.25,17764,United Kingdom
553009,21519,GIN & TONIC DIET GREETING CARD ,12,5/12/2011 16:52,0.42,13601,United Kingdom
553013,22191,IVORY DINER WALL CLOCK,1,5/12/2011 18:19,16.63,,United Kingdom
553013,84988,SET OF 72 PINK HEART PAPER DOILIES,2,5/12/2011 18:19,2.92,,United Kingdom
553013,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,5/12/2011 18:19,5.79,,United Kingdom
553014,21901,"KEY FOB , BACK DOOR ",7,5/12/2011 18:49,0.65,13451,United Kingdom
553014,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,5/12/2011 18:49,2.95,13451,United Kingdom
553035,23078,ICE CREAM PEN LIP GLOSS ,24,5/12/2011 20:13,1.25,17337,United Kingdom
553035,23067,HANGING ENGRAVED METAL HEART,2,5/12/2011 20:13,4.15,17337,United Kingdom
553035,22621,TRADITIONAL KNITTING NANCY,2,5/12/2011 20:13,1.65,17337,United Kingdom
553044,15058B,PINK POLKADOT GARDEN PARASOL,2,5/13/2011 9:24,7.95,12682,France
553063,22619,SET OF 6 SOLDIER SKITTLES,4,5/13/2011 11:38,3.75,13018,United Kingdom
553074,21990,MODERN FLORAL STATIONERY SET,3,5/13/2011 11:45,2.95,15529,United Kingdom
553074,21439,BASKET OF TOADSTOOLS,2,5/13/2011 11:45,1.25,15529,United Kingdom
553134,22431,WATERING CAN BLUE ELEPHANT,6,5/13/2011 12:50,1.95,15382,United Kingdom
553142,22192,BLUE DINER WALL CLOCK,1,5/13/2011 13:05,8.5,14527,United Kingdom
553146,21218,RED SPOTTY BISCUIT TIN,6,5/13/2011 13:52,3.75,14873,United Kingdom
553148,22962,JAM JAR WITH PINK LID,12,5/13/2011 14:09,0.85,,Hong Kong
553165,21931,JUMBO STORAGE BAG SUKI,1,5/13/2011 16:12,2.08,13623,United Kingdom
553175,21468,BUTTERFLY CROCHET FOOD COVER,1,5/15/2011 11:17,3.75,,United Kingdom
553182,23081,GREEN METAL BOX ARMY SUPPLIES,2,5/15/2011 12:21,8.25,17107,United Kingdom
553182,23163,REGENCY SUGAR TONGS,3,5/15/2011 12:21,2.49,17107,United Kingdom
553185,82484,WOOD BLACK BOARD ANT WHITE FINISH,6,5/15/2011 12:35,7.95,17504,United Kingdom
553196,21539,RED RETROSPOT BUTTER DISH,1,5/15/2011 14:15,4.95,17114,United Kingdom
553202,22697,GREEN REGENCY TEACUP AND SAUCER,1,5/15/2011 16:02,2.95,15854,United Kingdom
553203,21285,RETROSPOT CANDLE  MEDIUM,12,5/15/2011 16:10,2.1,14911,EIRE
553204,21462,"NURSERY A,B,C PAINTED LETTERS",1,5/15/2011 16:13,6.75,16877,United Kingdom
553212,23167,SMALL CERAMIC TOP STORAGE JAR ,12,5/16/2011 9:42,0.83,15358,United Kingdom
553214,20727,LUNCH BAG  BLACK SKULL.,30,5/16/2011 9:49,1.65,13408,United Kingdom
553220,23202,JUMBO BAG VINTAGE LEAF,10,5/16/2011 9:57,2.08,13319,United Kingdom
553224,23156,SET OF 5 MINI GROCERY MAGNETS,2,5/16/2011 10:40,2.08,17228,United Kingdom
553345,47348A,FUSCHIA VOILE POINTY SHOE DEC,3,5/16/2011 12:53,0.39,16729,United Kingdom
553351,22055,MINI CAKE STAND  HANGING STRAWBERY,1,5/16/2011 13:35,1.65,18118,United Kingdom
553385,23281,FOLDING BUTTERFLY MIRROR RED  ,2,5/16/2011 15:53,0.83,16710,United Kingdom
553386,20750,RED RETROSPOT MINI CASES,4,5/16/2011 16:22,7.95,13381,United Kingdom
553387,21900,"KEY FOB , SHED",1,5/16/2011 16:33,1.63,,United Kingdom
553387,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1,5/16/2011 16:33,2.46,,United Kingdom
553387,22699,ROSES REGENCY TEACUP AND SAUCER ,3,5/16/2011 16:33,5.79,,United Kingdom
553387,46776C,WOVEN FROST CUSHION COVER,6,5/16/2011 16:33,4.13,,United Kingdom
553390,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,5/16/2011 16:41,3.75,17841,United Kingdom
553390,21232,STRAWBERRY CERAMIC TRINKET BOX,2,5/16/2011 16:41,1.25,17841,United Kingdom
553393,21121,SET/10 RED POLKADOT PARTY CANDLES,1,5/16/2011 16:46,2.46,,United Kingdom
553393,85136A,YELLOW SHARK HELICOPTER,1,5/16/2011 16:46,8.29,,United Kingdom
553402,21918,SET 12 KIDS COLOUR  CHALK STICKS,2,5/16/2011 17:13,0.42,17898,United Kingdom
553403,23284,DOORMAT KEEP CALM AND COME IN,6,5/17/2011 8:18,7.95,18061,United Kingdom
553411,84251G,"GREETING CARD, OVERCROWDED POOL.",12,5/17/2011 9:28,0.19,12714,France
553411,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,5/17/2011 9:28,1.65,12714,France
553469,22207,FRYING PAN UNION FLAG,48,5/17/2011 11:15,3.75,16029,United Kingdom
553472,21506,"FANCY FONT BIRTHDAY CARD, ",24,5/17/2011 11:28,0.42,15093,United Kingdom
553499,22440,BALLOON WATER BOMB PACK OF 35,40,5/17/2011 12:57,0.42,17504,United Kingdom
553521,22678,FRENCH BLUE METAL DOOR SIGN 3,5,5/17/2011 14:35,0,,United Kingdom
553537,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,5/17/2011 15:25,3.25,14032,United Kingdom
553538,23147,SINGLE ANTIQUE ROSE HOOK IVORY,6,5/17/2011 15:26,1.45,15855,United Kingdom
553538,22900, SET 2 TEA TOWELS I LOVE LONDON ,4,5/17/2011 15:26,3.25,15855,United Kingdom
553539,22677,FRENCH BLUE METAL DOOR SIGN 2,2,5/17/2011 15:27,0,,United Kingdom
553542,22149,FELTCRAFT 6 FLOWER FRIENDS,1,5/17/2011 15:34,4.96,,United Kingdom
553542,22900, SET 2 TEA TOWELS I LOVE LONDON ,1,5/17/2011 15:34,4.13,,United Kingdom
553543,48194,DOORMAT HEARTS,1,5/17/2011 15:35,14.13,,United Kingdom
553543,DOT,DOTCOM POSTAGE,1,5/17/2011 15:35,154.5,,United Kingdom
553543,21094,SET/6 RED SPOTTY PAPER PLATES,1,5/17/2011 15:35,2.46,,United Kingdom
553545,20685,DOORMAT RED RETROSPOT,1,5/17/2011 15:37,16.63,,United Kingdom
553546,21195,PINK  HONEYCOMB PAPER BALL ,48,5/17/2011 15:42,1.69,12415,Australia
553546,23173,REGENCY TEAPOT ROSES ,24,5/17/2011 15:42,8.15,12415,Australia
553546,15036,ASSORTED COLOURS SILK FAN,600,5/17/2011 15:42,0.72,12415,Australia
553546,22619,SET OF 6 SOLDIER SKITTLES,80,5/17/2011 15:42,3.39,12415,Australia
553549,20711,JUMBO BAG TOYS ,1,5/17/2011 16:09,4.13,,United Kingdom
553549,22102,MIRROR MOSAIC T-LIGHT HOLDER ,1,5/17/2011 16:09,3.29,,United Kingdom
553549,84279B,CHERRY BLOSSOM DECORATIVE FLASK,1,5/17/2011 16:09,8.29,,United Kingdom
553578,22699,ROSES REGENCY TEACUP AND SAUCER ,10,5/18/2011 10:39,2.95,13767,United Kingdom
553607,23166,MEDIUM CERAMIC TOP STORAGE JAR,240,5/18/2011 10:47,1.04,16684,United Kingdom
553657,48185,DOORMAT FAIRY CAKE,1,5/18/2011 11:28,7.95,14583,United Kingdom
553670,22147,FELTCRAFT BUTTERFLY HEARTS,12,5/18/2011 12:28,1.45,14407,United Kingdom
553685,23176,ABC TREASURE BOOK BOX ,8,5/18/2011 13:56,2.25,18097,United Kingdom
553686,22516,CHILDS GARDEN RAKE BLUE,6,5/18/2011 13:58,2.1,14911,EIRE
553686,21470,FLOWER VINE RAFFIA FOOD COVER,6,5/18/2011 13:58,3.75,14911,EIRE
553714,22691,DOORMAT WELCOME SUNRISE,2,5/18/2011 15:55,7.95,16987,United Kingdom
553718,21094,SET/6 RED SPOTTY PAPER PLATES,11,5/18/2011 16:14,0.83,,United Kingdom
553718,21533,RETROSPOT LARGE MILK JUG,1,5/18/2011 16:14,9.96,,United Kingdom
553731,22849,BREAD BIN DINER STYLE MINT,4,5/19/2011 8:26,14.95,12481,Germany
553739,23254,KIDS CUTLERY DOLLY GIRL ,4,5/19/2011 9:23,4.15,14895,United Kingdom
553741,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,5/19/2011 9:37,3.25,12520,Germany
553752,21908,CHOCOLATE THIS WAY METAL SIGN,12,5/19/2011 10:20,2.1,14896,United Kingdom
553828,22423,REGENCY CAKESTAND 3 TIER,16,5/19/2011 11:24,10.95,17865,United Kingdom
553829,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,5/19/2011 11:28,1.25,16455,United Kingdom
553836,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,5/19/2011 12:08,2.95,17017,United Kingdom
553842,21981,PACK OF 12 WOODLAND TISSUES ,48,5/19/2011 12:24,0.29,12524,Germany
553847,84997C,CHILDRENS CUTLERY POLKADOT BLUE,4,5/19/2011 12:41,4.15,15738,United Kingdom
553852,84927F,PSYCHEDELIC TILE HOOK,6,5/19/2011 13:05,2.1,15599,United Kingdom
553860,21121,SET/10 RED POLKADOT PARTY CANDLES,1,5/19/2011 13:57,1.25,17841,United Kingdom
553869,85099F,JUMBO BAG STRAWBERRY,20,5/19/2011 14:27,2.08,15394,United Kingdom
553909,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,5/19/2011 19:00,2.95,12951,United Kingdom
553911,37448,CERAMIC CAKE DESIGN SPOTTED MUG,4,5/19/2011 19:02,1.49,18168,United Kingdom
553913,21446,12 RED ROSE PEG PLACE SETTINGS,3,5/19/2011 19:47,1.25,18109,United Kingdom
553933,85152,HAND OVER THE CHOCOLATE   SIGN ,12,5/20/2011 10:30,2.1,15078,United Kingdom
553933,84991,60 TEATIME FAIRY CAKE CASES,24,5/20/2011 10:30,0.55,15078,United Kingdom
553942,82482,WOODEN PICTURE FRAME WHITE FINISH,12,5/20/2011 10:37,2.55,18055,United Kingdom
553942,22637,PIGGY BANK RETROSPOT ,4,5/20/2011 10:37,2.55,18055,United Kingdom
554016,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,6,5/20/2011 13:14,4.15,13243,United Kingdom
554019,82600,NO SINGING METAL SIGN,24,5/20/2011 13:16,2.1,17591,United Kingdom
554031,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,5/20/2011 13:58,1.45,16497,United Kingdom
554040,21078,SET/20 STRAWBERRY PAPER NAPKINS ,36,5/20/2011 14:35,0.85,15290,United Kingdom
554042,21894,POTTING SHED SEED ENVELOPES,12,5/20/2011 14:47,1.25,15237,United Kingdom
554053,20723,STRAWBERRY CHARLOTTE BAG,30,5/20/2011 15:08,0.85,14282,United Kingdom
554054,20619,TROPICAL PASSPORT COVER ,1,5/20/2011 15:29,1.63,,United Kingdom
554062,84569A,PACK 3 IRON ON DOG PATCHES,12,5/22/2011 10:21,1.25,13654,United Kingdom
554065,21232,STRAWBERRY CERAMIC TRINKET BOX,12,5/22/2011 10:39,1.25,18287,United Kingdom
554066,82482,WOODEN PICTURE FRAME WHITE FINISH,6,5/22/2011 10:40,2.55,12916,United Kingdom
554070,22302,COFFEE MUG PEARS  DESIGN,18,5/22/2011 11:06,2.55,13555,United Kingdom
554073,21829,DINOSAUR KEYRINGS ASSORTED,36,5/22/2011 11:26,0.21,17007,United Kingdom
554083,21159,MOODY BOY  DOOR HANGER ,2,5/22/2011 11:51,1.45,18125,United Kingdom
554093,22961,JAM MAKING SET PRINTED,12,5/22/2011 12:49,1.45,14837,United Kingdom
554098,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,5/22/2011 13:01,0.65,14769,United Kingdom
554101,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,5/22/2011 13:29,2.95,13549,United Kingdom
554106,20982,12 PENCILS TALL TUBE SKULLS,12,5/22/2011 14:05,0.85,12710,Germany
554112,90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,1,5/22/2011 14:44,5.95,17611,United Kingdom
554112,85099B,JUMBO BAG RED RETROSPOT,1,5/22/2011 14:44,2.08,17611,United Kingdom
554112,84507C,BLUE CIRCLES DESIGN MONKEY DOLL,1,5/22/2011 14:44,2.55,17611,United Kingdom
554117,23084,RABBIT NIGHT LIGHT,6,5/22/2011 15:12,2.08,13758,United Kingdom
554132,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,5/23/2011 9:43,1.65,12360,Austria
554151,48187,DOORMAT NEW ENGLAND,1,5/23/2011 11:07,7.95,14049,United Kingdom
554151,22383,LUNCH BAG SUKI DESIGN ,12,5/23/2011 11:07,1.65,14049,United Kingdom
C554153,21534,DAIRY MAID LARGE MILK JUG,-2,5/23/2011 11:21,4.95,16033,United Kingdom
554157,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,3,5/23/2011 11:33,1.49,18283,United Kingdom
554159,22846,BREAD BIN DINER STYLE RED ,3,5/23/2011 11:48,16.95,12464,Belgium
554202,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,3,5/23/2011 12:14,0.85,13546,United Kingdom
554261,23162,REGENCY TEA STRAINER,2,5/23/2011 12:32,3.75,16033,United Kingdom
554270,21756,BATH BUILDING BLOCK WORD,2,5/23/2011 13:05,5.95,15046,United Kingdom
554272,22966,GINGERBREAD MAN COOKIE CUTTER,227,5/23/2011 13:08,1.06,12901,United Kingdom
554278,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,5/23/2011 13:25,2.95,13831,United Kingdom
554283,23111,PARISIENNE SEWING BOX,1,5/23/2011 14:11,12.5,17686,United Kingdom
554323,21936,RED RETROSPOT PICNIC BAG,3,5/23/2011 15:33,2.95,16729,United Kingdom
554337,23162,REGENCY TEA STRAINER,8,5/23/2011 17:25,3.75,17920,United Kingdom
554337,22699,ROSES REGENCY TEACUP AND SAUCER ,9,5/23/2011 17:25,2.95,17920,United Kingdom
554348,22846,BREAD BIN DINER STYLE RED ,1,5/24/2011 8:49,16.95,13523,United Kingdom
554348,22606,WOODEN SKITTLES GARDEN SET,4,5/24/2011 8:49,12.75,13523,United Kingdom
554494,20727,LUNCH BAG  BLACK SKULL.,10,5/24/2011 14:00,1.65,16327,United Kingdom
554494,15044A,PINK PAPER PARASOL ,1,5/24/2011 14:00,2.95,16327,United Kingdom
554498,22780,LIGHT GARLAND BUTTERFILES PINK,4,5/24/2011 14:39,4.25,15314,United Kingdom
554508,22089,PAPER BUNTING VINTAGE PAISLEY,12,5/24/2011 15:33,2.95,13213,United Kingdom
554511,20701,PINK CAT FLORAL CUSHION COVER ,1,5/24/2011 15:52,4.13,,United Kingdom
554512,15044D,RED PAPER PARASOL,1,5/24/2011 15:54,5.79,,United Kingdom
554512,22921,HERB MARKER CHIVES ,1,5/24/2011 15:54,1.63,,United Kingdom
554512,85061W,WHITE JEWELLED HEART DECORATION,3,5/24/2011 15:54,1.63,,United Kingdom
554512,85087,CANDY SPOT CUSHION COVER,2,5/24/2011 15:54,3.29,,United Kingdom
554514,21889,WOODEN BOX OF DOMINOES,1,5/24/2011 15:58,2.46,,United Kingdom
554542,22904,CALENDAR PAPER CUT DESIGN,12,5/25/2011 8:32,2.95,15194,United Kingdom
554543,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,5/25/2011 9:18,1.65,16091,United Kingdom
554546,23207,LUNCH BAG ALPHABET DESIGN,4,5/25/2011 9:37,1.65,,United Kingdom
554598,22917,HERB MARKER ROSEMARY,3,5/25/2011 11:12,0.65,13263,United Kingdom
554617,22384,LUNCH BAG PINK POLKADOT,1,5/25/2011 11:21,1.65,14593,United Kingdom
554617,22852,DOG BOWL VINTAGE CREAM,1,5/25/2011 11:21,4.25,14593,United Kingdom
554648,21931,JUMBO STORAGE BAG SUKI,10,5/25/2011 12:44,2.08,12562,France
554650,22840,ROUND CAKE TIN VINTAGE RED,2,5/25/2011 12:54,7.95,12681,France
554651,23110,PARISIENNE KEY CABINET ,2,5/25/2011 12:55,5.75,12779,Poland
554658,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,2,5/25/2011 14:18,9.95,12839,United Kingdom
554671,23298,SPOTTY BUNTING,6,5/25/2011 15:47,4.95,14009,United Kingdom
554694,22382,LUNCH BAG SPACEBOY DESIGN ,1,5/25/2011 17:06,4.13,,United Kingdom
554694,84905,PINK BUTTERFLY CUSHION COVER ,1,5/25/2011 17:06,4.96,,United Kingdom
554698,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,5/26/2011 8:38,1.65,16678,United Kingdom
554702,22433,WATERING CAN GREEN DINOSAUR,6,5/26/2011 9:45,1.95,15805,United Kingdom
554702,22492,MINI PAINT SET VINTAGE ,36,5/26/2011 9:45,0.65,15805,United Kingdom
554704,23171,REGENCY TEA PLATE GREEN ,12,5/26/2011 10:09,1.65,15658,United Kingdom
554714,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,4,5/26/2011 10:44,1.24,,United Kingdom
554812,22223,CAKE PLATE LOVEBIRD PINK,1,5/26/2011 13:21,4.95,15005,United Kingdom
554812,22663,JUMBO BAG DOLLY GIRL DESIGN,3,5/26/2011 13:21,2.08,15005,United Kingdom
554827,22423,REGENCY CAKESTAND 3 TIER,32,5/26/2011 15:19,10.95,14646,Netherlands
554837,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,5/26/2011 16:30,8.5,14584,United Kingdom
554858,23080,RED METAL BOX TOP SECRET,2,5/27/2011 10:15,8.25,17042,United Kingdom
554861,23053,RECYCLED ACAPULCO MAT PINK,2,5/27/2011 10:29,8.25,12633,Germany
554861,22505,MEMO BOARD COTTAGE DESIGN,4,5/27/2011 10:29,4.95,12633,Germany
554917,22138,BAKING SET 9 PIECE RETROSPOT ,3,5/27/2011 12:29,4.95,15104,United Kingdom
554929,22131,FOOD CONTAINER SET 3 LOVE HEART ,6,5/27/2011 13:16,1.95,13018,United Kingdom
554939,84510A,SET OF 4 ENGLISH ROSE COASTERS,100,5/27/2011 13:49,1.06,15311,United Kingdom
554940,POST,POSTAGE,2,5/27/2011 13:49,18,12494,France
554948,84997C,CHILDRENS CUTLERY POLKADOT BLUE,4,5/27/2011 14:29,4.15,14447,United Kingdom
554956,21213,PACK OF 72 SKULL CAKE CASES,23,5/27/2011 15:17,2.08,,United Kingdom
554956,22355,CHARLOTTE BAG SUKI DESIGN,146,5/27/2011 15:17,2.46,,United Kingdom
554957,85132b,CHARLIE AND LOLA TABLE TINS,1,5/27/2011 15:17,8.29,,United Kingdom
554957,22668,PINK BABY BUNTING,1,5/27/2011 15:17,5.79,,United Kingdom
554960,22695,WICKER WREATH SMALL,2,5/27/2011 15:18,3.29,,United Kingdom
554964,72802C,VANILLA SCENT CANDLE JEWELLED BOX,4,5/27/2011 15:57,4.25,15867,United Kingdom
554969,21975,PACK OF 60 DINOSAUR CAKE CASES,1,5/27/2011 16:30,0.55,14976,United Kingdom
554975,22605,WOODEN CROQUET GARDEN SET,1,5/29/2011 10:40,14.95,17819,United Kingdom
554979,22995,TRAVEL CARD WALLET SUKI,3,5/29/2011 11:34,0.42,16931,United Kingdom
554987,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,5/29/2011 12:48,2.95,14823,United Kingdom
554992,84375,SET OF 20 KIDS COOKIE CUTTERS,1,5/29/2011 14:08,2.1,16686,United Kingdom
554993,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2,5/29/2011 14:13,1.25,17051,United Kingdom
554993,20724,RED RETROSPOT CHARLOTTE BAG,5,5/29/2011 14:13,0.85,17051,United Kingdom
554993,20728,LUNCH BAG CARS BLUE,3,5/29/2011 14:13,1.65,17051,United Kingdom
554999,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1,5/29/2011 15:44,7.95,15547,United Kingdom
555009,22729,ALARM CLOCK BAKELIKE ORANGE,8,5/31/2011 10:32,3.75,17340,United Kingdom
555015,23173,REGENCY TEAPOT ROSES ,2,5/31/2011 10:45,9.95,16558,United Kingdom
555025,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,5/31/2011 11:21,4.15,17648,United Kingdom
555094,23101,SILVER STARS TABLE DECORATION,12,5/31/2011 13:17,0.83,13398,United Kingdom
555094,79321,CHILLI LIGHTS,4,5/31/2011 13:17,5.75,13398,United Kingdom
555096,20726,LUNCH BAG WOODLAND,10,5/31/2011 13:32,1.65,12682,France
555101,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,5/31/2011 13:45,2.08,13070,United Kingdom
555106,22540,MINI JIGSAW CIRCUS PARADE ,24,5/31/2011 14:14,0.42,12790,Netherlands
555110,22132,RED LOVE HEART SHAPE CUP,1,5/31/2011 14:34,0.85,17841,United Kingdom
555110,22616,PACK OF 12 LONDON TISSUES ,1,5/31/2011 14:34,0.29,17841,United Kingdom
555111,22151,PLACE SETTING WHITE HEART,24,5/31/2011 14:37,0.42,16434,United Kingdom
555115,20719,WOODLAND CHARLOTTE BAG,3,5/31/2011 14:58,2.46,,United Kingdom
555116,22995,TRAVEL CARD WALLET SUKI,5,5/31/2011 15:16,0.42,16919,United Kingdom
555124,23076,ICE CREAM SUNDAE LIP GLOSS,24,5/31/2011 15:26,1.25,18204,United Kingdom
555127,22027,TEA PARTY BIRTHDAY CARD,12,5/31/2011 15:30,0.42,15241,United Kingdom
555149,DOT,DOTCOM POSTAGE,1,5/31/2011 15:49,154.01,,United Kingdom
555149,15058C,ICE CREAM DESIGN GARDEN PARASOL,1,5/31/2011 15:49,10.79,,United Kingdom
555150,20996,JAZZ HEARTS ADDRESS BOOK,15,5/31/2011 15:53,0.83,,United Kingdom
555150,22254,FELT TOADSTOOL LARGE,20,5/31/2011 15:53,1.25,,United Kingdom
555150,22998,TRAVEL CARD WALLET KEEP CALM,1,5/31/2011 15:53,0.83,,United Kingdom
555150,23171,REGENCY TEA PLATE GREEN ,4,5/31/2011 15:53,3.29,,United Kingdom
555150,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,4,5/31/2011 15:53,1.24,,United Kingdom
555150,84978,HANGING HEART JAR T-LIGHT HOLDER,3,5/31/2011 15:53,2.46,,United Kingdom
555158,22193,RED DINER WALL CLOCK,2,6/1/2011 8:38,8.5,14842,United Kingdom
555162,21499,BLUE POLKADOT WRAP,25,6/1/2011 10:15,0.42,12473,Germany
555202,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,2,6/1/2011 12:11,0.65,16813,United Kingdom
555203,22822,CREAM WALL PLANTER HEART SHAPED,2,6/1/2011 12:13,5.95,17191,United Kingdom
C555244,22796,PHOTO FRAME 3 CLASSIC HANGING,-4,6/1/2011 14:11,9.95,12779,Poland
555257,21294,ETCHED GLASS COASTER,2,6/1/2011 15:28,0.39,17596,United Kingdom
555257,22979,PANTRY WASHING UP BRUSH,2,6/1/2011 15:28,1.45,17596,United Kingdom
555257,47590B,PINK HAPPY BIRTHDAY BUNTING,2,6/1/2011 15:28,5.45,17596,United Kingdom
555275,47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,2,6/1/2011 17:18,1.63,,United Kingdom
555276,84991,60 TEATIME FAIRY CAKE CASES,2,6/1/2011 17:28,1.25,,United Kingdom
555277,22544,MINI JIGSAW SPACEBOY,1,6/1/2011 17:30,0.83,,United Kingdom
555278,20616,CHERRY BLOSSOM PASSPORT COVER,1,6/1/2011 17:33,1.63,,United Kingdom
555278,21123,SET/10 IVORY POLKADOT PARTY CANDLES,1,6/1/2011 17:33,2.46,,United Kingdom
555320,22961,JAM MAKING SET PRINTED,1,6/2/2011 11:00,3.29,,United Kingdom
555320,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,6/2/2011 11:00,8.29,,United Kingdom
555340,23199,JUMBO BAG APPLES,3,6/2/2011 11:33,2.08,13334,United Kingdom
555359,22296,HEART IVORY TRELLIS LARGE,2,6/2/2011 14:04,1.65,18135,United Kingdom
555393,71459,HANGING JAM JAR T-LIGHT HOLDER,12,6/2/2011 17:00,0.85,14221,United Kingdom
555396,85152,HAND OVER THE CHOCOLATE   SIGN ,12,6/2/2011 17:23,2.1,16529,United Kingdom
555397,21790,VINTAGE SNAP CARDS,1,6/2/2011 17:26,1.63,,United Kingdom
555407,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,24,6/3/2011 7:48,0.95,12775,Netherlands
555407,84406B,CREAM CUPID HEARTS COAT HANGER,4,6/3/2011 7:48,4.15,12775,Netherlands
555408,22855,FINE WICKER HEART ,12,6/3/2011 8:54,1.25,13294,United Kingdom
555410,21713,CITRONELLA CANDLE FLOWERPOT,16,6/3/2011 9:30,2.1,16239,United Kingdom
555410,22433,WATERING CAN GREEN DINOSAUR,6,6/3/2011 9:30,1.95,16239,United Kingdom
555414,20724,RED RETROSPOT CHARLOTTE BAG,10,6/3/2011 10:06,0.85,16230,United Kingdom
555415,22784,LANTERN CREAM GAZEBO ,6,6/3/2011 10:08,4.95,14500,United Kingdom
555477,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,6/3/2011 12:26,1.65,12359,Cyprus
555494,22384,LUNCH BAG PINK POLKADOT,10,6/3/2011 14:33,1.65,15737,United Kingdom
555510,22712,CARD DOLLY GIRL ,1,6/3/2011 17:09,0.83,,United Kingdom
555510,85087,CANDY SPOT CUSHION COVER,1,6/3/2011 17:09,3.29,,United Kingdom
